gene_accession,cip5_S1,cip5_S3,cip5_S2
MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,532.0,2504.0,1937.0
MEG_4333|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,84.0,284.0,93.0
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,5620.0,6217.0,4737.0
MEG_8372|Drugs|betalactams|Class_D_betalactamases|OXA,75.0,0.0,0.0
MEG_7834|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,681.0,795.0,649.0
MEG_5794|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|PMPM,752.0,0.0,1295.0
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,11642.0,13540.0,9479.0
MEG_6919|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,26.0
MEG_908|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,19.0,17.0,0.0
MEG_7107|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,508.0,0.0
MEG_6751|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,32.0,33.0
MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,2548.0,2948.0,2285.0
MEG_6837|Drugs|betalactams|Class_A_betalactamases|TEM,14.0,98.0,76.0
MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,0.0,41.0,62.0
MEG_6351|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,34.0
MEG_6248|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,29.0,0.0
MEG_6848|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,16.0
MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,94.0,66.0,66.0
MEG_8287|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,538.0,541.0,368.0
MEG_4281|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2527|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,58.0,0.0,38.0
MEG_6724|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,75.0
MEG_8461|Drugs|betalactams|Penicillin_binding_protein|PBP5|RequiresSNPConfirmation,299.0,200.0,237.0
MEG_1648|Drugs|betalactams|Class_A_betalactamases|CEPA,12.0,0.0,14.0
MEG_4173|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,5103.0,5730.0,4758.0
MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,3553.0,3601.0,2905.0
MEG_2984|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,123.0,0.0,214.0
MEG_6683|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,52.0,38.0
MEG_7104|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,50.0,0.0
MEG_7112|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,1114.0,0.0
MEG_6909|Drugs|betalactams|Class_A_betalactamases|TEM,971.0,2520.0,2312.0
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,9091.0,10223.0,7583.0
MEG_3897|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,344.0,79.0,321.0
MEG_6827|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,116.0,80.0
MEG_5386|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,1271.0,0.0,1980.0
MEG_6878|Drugs|betalactams|Class_A_betalactamases|TEM,49.0,378.0,284.0
MEG_4028|Drugs|MLS|Macrolide_phosphotransferases|MPHA,59.0,0.0,0.0
MEG_6698|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,85.0,0.0
MEG_4364|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,129.0,149.0,106.0
MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,0.0,37.0,0.0
MEG_1078|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,494.0,61.0,373.0
MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,28.0,19.0,0.0
MEG_7526|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,372.0,0.0,0.0
MEG_854|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,22.0,0.0,0.0
MEG_2680|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,206.0,211.0,188.0
MEG_2783|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,0.0,21.0,0.0
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,2305.0,2622.0,2517.0
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3923|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ,972.0,0.0,1439.0
MEG_704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES,0.0,0.0,377.0
MEG_3296|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,4483.0,5215.0,3670.0
MEG_6546|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,390.0,0.0,696.0
MEG_6696|Drugs|betalactams|Class_A_betalactamases|TEM,41.0,0.0,34.0
MEG_6414|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,169.0,0.0
MEG_3748|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,969.0,0.0,0.0
MEG_4352|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,67.0,416.0,137.0
MEG_1732|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6866|Drugs|betalactams|Class_A_betalactamases|TEM,20.0,120.0,80.0
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,5859.0,6783.0,5407.0
MEG_5784|Drugs|Lipopeptides|Colistin-resistant_mutant|PHOP|RequiresSNPConfirmation,442.0,0.0,625.0
MEG_3900|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXA,0.0,0.0,69.0
MEG_2994|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0.0,0.0,16.0
MEG_798|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,35.0,0.0,0.0
MEG_6917|Drugs|betalactams|Class_A_betalactamases|TEM,102.0,28.0,68.0
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,3672.0,4057.0,2801.0
MEG_6703|Drugs|betalactams|Class_A_betalactamases|TEM,88.0,18.0,77.0
MEG_8370|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,0.0,29.0
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,2512.0,2721.0,1932.0
MEG_6740|Drugs|betalactams|Class_A_betalactamases|TEM,16.0,64.0,58.0
MEG_6694|Drugs|betalactams|Class_A_betalactamases|TEM,15.0,0.0,0.0
MEG_2482|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,54.0,10.0,29.0
MEG_5780|Drugs|Lipopeptides|Daptomycin-resistant_mutant|PGSA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,60.0,15.0,0.0
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,2.0,4.0,1.0
MEG_2958|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,566.0,0.0,928.0
MEG_6741|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,44.0,0.0
MEG_6933|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,42.0
MEG_2606|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,0.0,83.0
MEG_6912|Drugs|betalactams|Class_A_betalactamases|TEM,36.0,171.0,126.0
MEG_3212|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,3.0,0.0,0.0
MEG_1557|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,362.0,0.0,643.0
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,3693.0,3892.0,2894.0
MEG_700|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,0.0,0.0,177.0
MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR,0.0,58.0,0.0
MEG_1287|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,0.0,154.0,0.0
MEG_6550|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,1196.0,1380.0,1071.0
MEG_6722|Drugs|betalactams|Class_A_betalactamases|TEM,69.0,0.0,62.0
MEG_6944|Drugs|betalactams|Class_A_betalactamases|TEM,13.0,114.0,106.0
MEG_963|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,15.0
MEG_925|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,68.0,0.0
MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,1402.0,1566.0,1281.0
MEG_7857|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,554.0,609.0,459.0
MEG_2536|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,6.0,0.0
MEG_903|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,13.0,0.0,0.0
MEG_2378|Drugs|betalactams|Class_A_betalactamases|CTX,6547.0,17856.0,15767.0
MEG_4330|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,100.0,123.0,92.0
MEG_3915|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXI,2002.0,0.0,3114.0
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,6109.0,6972.0,5088.0
MEG_6515|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITC,105.0,0.0,0.0
MEG_3863|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,85.0,3.0,75.0
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,7925.0,10076.0,7664.0
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,8011.0,9075.0,7519.0
MEG_7360|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,32.0,0.0,0.0
MEG_2676|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,191.0,208.0,155.0
MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,0.0,40.0,0.0
MEG_5426|Drugs|betalactams|Class_C_betalactamases|PDC,19.0,0.0,0.0
MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,10469.0,11653.0,9298.0
MEG_4004|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1816.0,2059.0,1334.0
MEG_1247|Drugs|betalactams|Class_A_betalactamases|BLAA,0.0,0.0,308.0
MEG_6752|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,45.0,33.0
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,5059.0,5961.0,4819.0
MEG_6503|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILE,798.0,806.0,821.0
MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,289.0,33.0,252.0
MEG_6951|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,158.0,81.0
MEG_4071|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,117.0,36.0,205.0
MEG_5368|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,2625.0,2963.0,2220.0
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,2845.0,3200.0,2191.0
MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,0.0,48.0,0.0
MEG_2995|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,21.0,114.0,23.0
MEG_1177|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,0.0,40.0,0.0
MEG_6955|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,48.0,0.0,51.0
MEG_6462|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,45.0
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,38.0,34.0,16.0
MEG_785|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,36.0,0.0,29.0
MEG_8452|Drugs|Multi-drug_resistance|MDR_regulator|PARS,594.0,0.0,975.0
MEG_8013|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,392.0,56.0,345.0
MEG_4123|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRBN,128.0,152.0,174.0
MEG_5365|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2547|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,13.0,12.0,0.0
MEG_8077|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA,0.0,211.0,0.0
MEG_6154|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RUVBM,363.0,0.0,556.0
MEG_6805|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,42.0,32.0
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,2232.0,5483.0,4193.0
MEG_6539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|SMVA,46.0,0.0,0.0
MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,2633.0,3067.0,2335.0
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,4400.0,4763.0,3499.0
MEG_8445|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,3702.0,4877.0,3894.0
MEG_3140|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,788.0,902.0,705.0
MEG_1198|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|BASRS,987.0,0.0,1597.0
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,266.0,74.0,216.0
MEG_41|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,487.0,46.0,361.0
MEG_6687|Drugs|betalactams|Class_A_betalactamases|TEM,72.0,0.0,53.0
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,3354.0,3565.0,3114.0
MEG_8451|Drugs|Multi-drug_resistance|MDR_regulator|PARR,369.0,0.0,501.0
MEG_6940|Drugs|betalactams|Class_A_betalactamases|TEM,51.0,26.0,74.0
MEG_6908|Drugs|betalactams|Class_A_betalactamases|TEM,138.0,19.0,0.0
MEG_7853|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA,18022.0,19805.0,16096.0
MEG_7194|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0.0,0.0,618.0
MEG_4186|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMF,0.0,5.0,9.0
MEG_2952|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,753.0,1341.0,881.0
MEG_909|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,14.0,0.0
MEG_1369|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,17.0,0.0
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,803.0,1115.0,757.0
MEG_8710|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,86.0,29.0
MEG_4981|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,17.0,0.0
MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2691|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,1997.0,2400.0,1795.0
MEG_2604|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,63.0,0.0
MEG_6697|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,73.0,55.0
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,5204.0,5446.0,4117.0
MEG_6905|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,115.0,105.0
MEG_6896|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,100.0,80.0
MEG_1592|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,296.0,31.0,220.0
MEG_2520|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,14.0,0.0,0.0
MEG_3512|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,1140.0,1604.0,1100.0
MEG_2498|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,53.0,8.0,26.0
MEG_7309|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,4.0,80.0,23.0
MEG_3896|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,41.0,169.0,172.0
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,2621.0,3171.0,2258.0
MEG_2942|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,58.0,0.0
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,5115.0,5532.0,4498.0
MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2117|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,499.0,0.0,1036.0
MEG_3049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FPTA,1259.0,0.0,2252.0
MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF,0.0,30.0,0.0
MEG_6686|Drugs|betalactams|Class_A_betalactamases|TEM,49.0,0.0,53.0
MEG_1044|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,758.0,78.0,609.0
MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,226.0,0.0,0.0
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,3262.0,3484.0,2745.0
MEG_4348|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,102.0,165.0,106.0
MEG_4335|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,103.0,265.0,97.0
MEG_4101|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB,1823.0,0.0,2613.0
MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,4222.0,4730.0,3976.0
MEG_4056|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,98.0,0.0,0.0
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,3837.0,4386.0,3659.0
MEG_3643|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,49.0,0.0
MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,1.0,1.0
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,630.0,759.0,708.0
MEG_6814|Drugs|betalactams|Class_A_betalactamases|TEM,27.0,0.0,0.0
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,13.0,17.0,14.0
MEG_2497|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,75.0,0.0,0.0
MEG_2644|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,24.0,0.0,17.0
MEG_3626|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXA|RequiresSNPConfirmation,0.0,0.0,4.0
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,3821.0,4113.0,3657.0
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,155.0,407.0,573.0
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8741|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|YAJC,319.0,0.0,460.0
MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,959.0,1141.0,776.0
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,3106.0,2727.0,2035.0
MEG_6831|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,121.0,0.0
MEG_3916|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXJ,719.0,0.0,1280.0
MEG_3988|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,36.0,64.0,0.0
MEG_1300|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,0.0,164.0,0.0
MEG_4203|Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC,934.0,0.0,0.0
MEG_1410|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,19.0,0.0
MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,219.0,19.0,175.0
MEG_3873|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,78.0,13.0,69.0
