gene_accession,cip0_S2,cip0_S3,cip0_S1
MEG_1197|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|BASRS|RequiresSNPConfirmation,14.0,0.0,5.0
MEG_6651|Metals|Copper_resistance|Copper_resistance_protein|TCRA,226.0,0.0,0.0
MEG_8151|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,4145.0,3051.0,4158.0
MEG_6505|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,154.0,186.0,228.0
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,4772.0,3158.0,5553.0
MEG_64|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,32.0,0.0,0.0
MEG_3932|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT|RequiresSNPConfirmation,66.0,0.0,38.0
MEG_6035|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC,35.0,0.0,0.0
MEG_4362|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,87.0
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,356.0,714.0,688.0
MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,61.0,201.0,9.0
MEG_3886|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR1,62.0,34.0,116.0
MEG_4289|Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6896|Drugs|betalactams|Class_A_betalactamases|TEM,62.0,0.0,0.0
MEG_3140|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,963.0,809.0,865.0
MEG_6887|Drugs|betalactams|Class_A_betalactamases|TEM,122.0,27.0,0.0
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,11926.0,7749.0,12752.0
MEG_7104|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,34.0,0.0
MEG_3922|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ,92.0,0.0,45.0
MEG_6583|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,6.0,0.0,8.0
MEG_2089|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,1161.0,759.0,1360.0
MEG_6779|Drugs|betalactams|Class_A_betalactamases|TEM,35.0,0.0,0.0
MEG_6759|Drugs|betalactams|Class_A_betalactamases|TEM,88.0,0.0,0.0
MEG_4328|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,127.0,68.0,89.0
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,2749.0,1810.0,2962.0
MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,10.0,0.0
MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,4075.0,2589.0,4592.0
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,424.0,571.0,1002.0
MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,0.0,72.0,327.0
MEG_2117|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,94.0,0.0,64.0
MEG_2520|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,33.0
MEG_6931|Drugs|betalactams|Class_A_betalactamases|TEM,235.0,53.0,0.0
MEG_6800|Drugs|betalactams|Class_A_betalactamases|TEM,32.0,7.0,0.0
MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6587|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,11.0,0.0,0.0
MEG_2702|Biocides|Acid_resistance|Acid_resistance_protein|EEFX,361.0,297.0,329.0
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,15279.0,9900.0,16239.0
MEG_4286|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation,363.0,500.0,546.0
MEG_6928|Drugs|betalactams|Class_A_betalactamases|TEM,275.0,29.0,16.0
MEG_4250|Drugs|betalactams|Class_A_betalactamases|OKP,0.0,0.0,21.0
MEG_2133|Drugs|Fluoroquinolones|Fluoroquinolone_resistance_phosphotransferase|CRPP,0.0,0.0,2.0
MEG_5817|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,3121.0,2168.0,3524.0
MEG_41|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,36.0,0.0,0.0
MEG_6668|Drugs|betalactams|Class_A_betalactamases|TEM,34.0,0.0,0.0
MEG_5375|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,532.0,4939.0,2054.0
MEG_7018|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,37.0,0.0,0.0
MEG_6576|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,602.0,383.0,661.0
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,1413.0,160.0,136.0
MEG_1078|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,61.0,0.0,0.0
MEG_7275|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIC,618.0,0.0,501.0
MEG_6794|Drugs|betalactams|Class_A_betalactamases|TEM,33.0,0.0,0.0
MEG_5367|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,9505.0,5848.0,9729.0
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,424.0,338.0,1060.0
MEG_3601|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,0.0,0.0,50.0
MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,14.0,0.0,9.0
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,5159.0,3605.0,5877.0
MEG_4030|Drugs|MLS|Macrolide_phosphotransferases|MPHA,24.0,0.0,0.0
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,11484.0,7426.0,13031.0
MEG_7194|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0.0,0.0,302.0
MEG_6829|Drugs|betalactams|Class_A_betalactamases|TEM,69.0,9.0,0.0
MEG_5785|Drugs|Lipopeptides|Colistin-resistant_mutant|PHOQ|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,9228.0,5828.0,9498.0
MEG_6910|Drugs|betalactams|Class_A_betalactamases|TEM,189.0,0.0,0.0
MEG_4163|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,5075.0,3188.0,5545.0
MEG_7043|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,1116.0,0.0,0.0
MEG_5882|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,419.0,88.0
MEG_6795|Drugs|betalactams|Class_A_betalactamases|TEM,78.0,12.0,0.0
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,60.0,130.0,0.0
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,2.0,0.0,1.0
MEG_849|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,10.0,0.0,0.0
MEG_7048|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,891.0,0.0,0.0
MEG_2720|Biocides|Multi-biocide_resistance|Multi-biocide_MATE_efflux_pump|EMMDR,724.0,528.0,761.0
MEG_6107|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_3917|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXK,479.0,0.0,416.0
MEG_8712|Drugs|betalactams|Class_A_betalactamases|TEM,90.0,0.0,12.0
MEG_6628|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,66.0,57.0,25.0
MEG_7857|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,560.0,398.0,666.0
MEG_949|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,123.0,0.0,0.0
MEG_706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET2,0.0,0.0,107.0
MEG_899|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,72.0
MEG_6922|Drugs|betalactams|Class_A_betalactamases|TEM,174.0,27.0,0.0
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,5826.0,3791.0,6379.0
MEG_6834|Drugs|betalactams|Class_A_betalactamases|TEM,62.0,0.0,0.0
MEG_704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES,0.0,0.0,154.0
MEG_7017|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,47.0,0.0,49.0
MEG_3622|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,16442.0,10896.0,17842.0
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,4856.0,3284.0,5392.0
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,1014.0,216.0,1116.0
MEG_5418|Metals|Copper_resistance|Copper_resistance_protein|PCOB,1149.0,1919.0,2058.0
MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,27.0,124.0,0.0
MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE,462.0,346.0,464.0
MEG_5819|Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,8537.0,5779.0,9174.0
MEG_3812|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0.0,26.0,0.0
MEG_7499|Drugs|Glycopeptides|VanC-type_regulator|VANSC,0.0,51.0,0.0
MEG_8100|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,0.0,1711.0,0.0
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,11.0,9.0,12.0
MEG_8150|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0.0,0.0,383.0
MEG_6023|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,124.0,0.0,0.0
MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,141.0,39.0
MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2958|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,183.0,0.0,111.0
MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN,428.0,530.0,1034.0
MEG_6892|Drugs|betalactams|Class_A_betalactamases|TEM,25.0,0.0,0.0
MEG_3857|Metals|Mercury_resistance|Mercury_resistance_protein|MERC,96.0,89.0,270.0
MEG_8144|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,656.0,594.0,847.0
MEG_6030|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,18.0,0.0,0.0
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,1556.0,2652.0,2977.0
MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6793|Drugs|betalactams|Class_A_betalactamases|TEM,25.0,0.0,0.0
MEG_3644|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,32.0,48.0
MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,156.0,43.0,75.0
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,23064.0,15776.0,25726.0
MEG_6541|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,90.0,0.0,32.0
MEG_2640|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,13.0,8.0,0.0
MEG_5852|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,0.0,3.0,0.0
MEG_7869|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,64.0,15.0,0.0
MEG_6613|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,15.0,0.0,0.0
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,2638.0,1695.0,2884.0
MEG_5883|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,876.0,148.0
MEG_4072|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,170.0,0.0,0.0
MEG_6626|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,43.0,60.0,30.0
MEG_4325|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,113.0,236.0,135.0
MEG_1557|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,119.0,0.0,60.0
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,2394.0,1738.0,2781.0
MEG_6633|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,65.0,60.0,35.0
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,53.0,32.0,43.0
MEG_8710|Drugs|betalactams|Class_A_betalactamases|TEM,53.0,0.0,0.0
MEG_6912|Drugs|betalactams|Class_A_betalactamases|TEM,124.0,29.0,0.0
MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,2705.0,1621.0,2581.0
MEG_1211|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,1506.0,873.0,1442.0
MEG_685|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEH,0.0,0.0,205.0
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,23463.0,14938.0,24603.0
MEG_2084|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,1006.0,684.0,1003.0
MEG_6909|Drugs|betalactams|Class_A_betalactamases|TEM,1844.0,392.0,0.0
MEG_4074|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,0.0,69.0,0.0
MEG_645|Drugs|betalactams|Class_C_betalactamases|ADC,0.0,0.0,32.0
MEG_3887|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,254.0,0.0,227.0
MEG_2684|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,198.0,139.0,224.0
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,13232.0,8832.0,14141.0
MEG_2495|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,19.0,0.0,0.0
MEG_6947|Drugs|betalactams|Class_A_betalactamases|TEM,42.0,0.0,0.0
MEG_6314|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,12.0
MEG_3215|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,6361.0,3895.0,6601.0
MEG_4339|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,254.0,147.0,100.0
MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE,111.0,96.0,49.0
MEG_4100|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXA,170.0,0.0,122.0
MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,756.0,496.0,897.0
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,2166.0,714.0,2187.0
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,1906.0,1143.0,2060.0
MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,4882.0,3298.0,5495.0
MEG_6630|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,64.0,57.0,0.0
MEG_8232|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LPTD,2915.0,2064.0,2839.0
MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_3212|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4366|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,114.0,0.0,111.0
MEG_8461|Drugs|betalactams|Penicillin_binding_protein|PBP5|RequiresSNPConfirmation,356.0,0.0,0.0
MEG_4004|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1883.0,1179.0,1973.0
MEG_6618|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,49.0,392.0,72.0
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,9091.0,6079.0,9656.0
MEG_4122|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_regulator|NCRB,0.0,0.0,3.0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,77.0,187.0,47.0
MEG_370|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAQ,0.0,0.0,137.0
MEG_6018|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,21.0,0.0,0.0
MEG_2498|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,31.0,0.0,0.0
MEG_8013|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,18.0,108.0,0.0
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,636.0,225.0,832.0
MEG_139|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,9.0,0.0,0.0
