gene_accession,cipbeta40_S3,cipbeta40_S2,cipbeta40_S1
MEG_6651|Metals|Copper_resistance|Copper_resistance_protein|TCRA,409.0,0.0,0.0
MEG_1460|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,0.0,0.0,70.0
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,2701.0,1402.0,3722.0
MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,360.0,0.0,149.0
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,0.0,14.0,31.0
MEG_6798|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,30.0
MEG_8273|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORC,988.0,0.0,344.0
MEG_2353|Drugs|betalactams|Class_A_betalactamases|CTX,14.0,0.0,0.0
MEG_8053|Drugs|betalactams|Class_A_betalactamases|CTX,22.0,16.0,0.0
MEG_3868|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,0.0,214.0,9.0
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,2819.0,1288.0,1109.0
MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,34.0,73.0,177.0
MEG_970|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,121.0,37.0,29.0
MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,14952.0,7545.0,15826.0
MEG_6807|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,28.0
MEG_2949|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,39.0,0.0,20.0
MEG_3862|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0.0,89.0,47.0
MEG_978|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,0.0,0.0,51.0
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,1903.0,940.0,2434.0
MEG_2455|Metals|Copper_resistance|Copper_resistance_protein|CUTC,1170.0,559.0,1488.0
MEG_904|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,20.0,87.0,0.0
MEG_6783|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,27.0
MEG_2198|Drugs|betalactams|Class_A_betalactamases|CTX,17.0,16.0,0.0
MEG_2500|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,38.0
MEG_6742|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,32.0
MEG_7194|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0.0,1130.0,0.0
MEG_3896|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,71.0,211.0,756.0
MEG_6934|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,33.0,137.0
MEG_7950|Drugs|betalactams|Class_C_betalactamases|ADC,0.0,50.0,0.0
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,1840.0,997.0,2358.0
MEG_8708|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,35.0
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,4776.0,2308.0,6386.0
MEG_6123|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_5329|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,83.0,69.0,118.0
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,2500.0,1241.0,3007.0
MEG_4335|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,1156.0,480.0,475.0
MEG_7088|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,65.0,4584.0,0.0
MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,13.0,0.0,97.0
MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX,22.0,0.0,11.0
MEG_2081|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,208.0,0.0,57.0
MEG_949|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,736.0
MEG_4286|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation,817.0,399.0,241.0
MEG_1367|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,50.0
MEG_6616|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,680.0,325.0,159.0
MEG_1363|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,40.0
MEG_5373|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,509.0,585.0,1921.0
MEG_3644|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,97.0,414.0
MEG_3934|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT,0.0,201.0,0.0
MEG_1161|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,826.0,270.0,661.0
MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE,71.0,0.0,0.0
MEG_5979|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,0.0,138.0
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,2315.0,1274.0,2882.0
MEG_3627|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXC|RequiresSNPConfirmation,0.0,3.0,0.0
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,1374.0,592.0,1453.0
MEG_7363|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,10.0,0.0,43.0
MEG_3066|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,0.0,0.0,58.0
MEG_886|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,10.0
MEG_4325|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,215.0,118.0,119.0
MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,715.0,474.0,1016.0
MEG_8150|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0.0,497.0,0.0
MEG_2796|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,8.0,0.0,0.0
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,1601.0,127.0,1679.0
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,1483.0,628.0,1713.0
MEG_911|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,26.0,46.0,0.0
MEG_5829|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,520.0,234.0,143.0
MEG_4409|Drugs|betalactams|Class_D_betalactamases|OXA,50.0,22.0,0.0
MEG_6630|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0.0,80.0,102.0
MEG_6826|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,37.0
MEG_8046|Drugs|betalactams|Class_A_betalactamases|CTX,14.0,0.0,0.0
MEG_6542|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,1462.0,811.0,1403.0
MEG_4361|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,154.0,73.0,0.0
MEG_799|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,31.0
MEG_6618|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,58.0,61.0,105.0
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,1203.0,157.0,1594.0
MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,512.0,295.0,678.0
MEG_1118|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,665.0,0.0,276.0
MEG_2291|Drugs|betalactams|Class_A_betalactamases|CTX,11.0,0.0,0.0
MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC,3224.0,264.0,2953.0
MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,5303.0,1425.0,4957.0
MEG_969|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,63.0
MEG_5782|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,1145.0,566.0,484.0
MEG_2938|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2895|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,1397.0,388.0,707.0
MEG_2499|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,47.0
MEG_1330|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,15.0
MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,1954.0,1130.0,2308.0
MEG_5786|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_regulator|PHOR,4119.0,1817.0,2521.0
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,9509.0,4988.0,10596.0
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,780.0,335.0,215.0
MEG_6669|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,30.0
MEG_1364|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,57.0
MEG_5395|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4217|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NREB,0.0,155.0,0.0
MEG_804|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,14.0
MEG_2848|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,30.0,0.0,0.0
MEG_3189|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5032|Drugs|betalactams|Class_D_betalactamases|OXA,44.0,21.0,0.0
MEG_3547|Drugs|betalactams|Class_A_betalactamases|LEN,0.0,17.0,0.0
MEG_3067|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,0.0,0.0,90.0
MEG_2200|Drugs|betalactams|Class_A_betalactamases|CTX,20.0,0.0,0.0
MEG_2208|Drugs|betalactams|Class_A_betalactamases|CTX,17.0,0.0,0.0
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1422.0,643.0,1708.0
MEG_6762|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,21.0
MEG_1421|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,15.0
MEG_833|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,20.0,42.0,0.0
MEG_2195|Drugs|betalactams|Class_A_betalactamases|CTX,21.0,0.0,0.0
MEG_2538|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,31.0,36.0,0.0
MEG_1060|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,606.0,0.0,217.0
MEG_5988|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,0.0,115.0
MEG_2454|Metals|Copper_resistance|Copper_resistance_protein|CUTA,1481.0,683.0,1788.0
MEG_3591|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,2791.0,1337.0,3188.0
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,3751.0,1810.0,4321.0
MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,323.0,148.0,123.0
MEG_6246|Drugs|betalactams|Class_A_betalactamases|SHV,23.0,0.0,0.0
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,37.0,0.0,25.0
MEG_5367|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,94.0,260.0,251.0
MEG_3230|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_83|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,21.0,0.0
MEG_8144|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1249.0,687.0,590.0
MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2597|Drugs|betalactams|Class_C_betalactamases|DHA,313.0,80.0,110.0
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,47.0,23.0
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,1193.0,554.0,1672.0
MEG_6815|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,16.0
MEG_6591|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,490.0,264.0,139.0
MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,2626.0,1262.0,3391.0
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,113.0,127.0,140.0
MEG_84|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,20.0,0.0
MEG_961|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,53.0
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,53.0,19.0,81.0
MEG_2584|Drugs|betalactams|Class_C_betalactamases|DHA,309.0,93.0,71.0
MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,27.0,0.0,0.0
MEG_4359|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,224.0,169.0
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,2939.0,1217.0,2204.0
