gene_accession,cipbeta10_S3,cipbeta10_S1,cipbeta10_S2
MEG_801|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,17.0,0.0,0.0
MEG_7032|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,101.0,107.0,300.0
MEG_3588|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7198|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,37.0,0.0
MEG_8456|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation,0.0,3659.0,0.0
MEG_3897|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,179.0,224.0,72.0
MEG_6|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO,4700.0,4502.0,3675.0
MEG_2493|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,22.0,0.0,73.0
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,21.0,84.0,4.0
MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,349.0,545.0,439.0
MEG_44|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,298.0,0.0,12.0
MEG_5392|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,641.0,239.0,534.0
MEG_6615|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,386.0,738.0,234.0
MEG_1485|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,0.0,106.0,0.0
MEG_3934|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT,78.0,17.0,0.0
MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,335.0,0.0
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,2719.0,2524.0,1879.0
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,6046.0,5487.0,3748.0
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,1632.0,4223.0,1921.0
MEG_6618|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,226.0,756.0,159.0
MEG_6873|Drugs|betalactams|Class_A_betalactamases|TEM,22.0,89.0,16.0
MEG_6029|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,0.0,10.0
MEG_7016|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,85.0,134.0,376.0
MEG_4339|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,116.0,107.0,199.0
MEG_6018|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,0.0,24.0
MEG_4333|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,123.0,130.0,127.0
MEG_8070|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB|RequiresSNPConfirmation,0.0,977.0,0.0
MEG_1025|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,65.0,221.0,0.0
MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,1991.0,2640.0,3098.0
MEG_2945|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,382.0,0.0
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,3071.0,3014.0,1982.0
MEG_2618|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,64.0,0.0,163.0
MEG_769|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,28.0,0.0,29.0
MEG_4009|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,2959.0,2672.0,1979.0
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,25236.0,23986.0,16433.0
MEG_6163|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,56.0,0.0,164.0
MEG_5934|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,127.0,0.0,199.0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,5948.0,6938.0,5276.0
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,1873.0,7119.0,1435.0
MEG_2518|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,141.0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,2.0,0.0
MEG_2577|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRE,71.0,199.0,88.0
MEG_3221|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_953|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,65.0,0.0
MEG_7019|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,75.0,0.0,0.0
MEG_6927|Drugs|betalactams|Class_A_betalactamases|TEM,286.0,0.0,63.0
MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,0.0,957.0,0.0
MEG_3643|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,79.0,0.0
MEG_6013|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,0.0,79.0,7.0
MEG_2548|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,15.0,0.0,0.0
MEG_6017|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,0.0,16.0
MEG_5830|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,47.0,79.0,22.0
MEG_6777|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,21.0,0.0
MEG_5366|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1166|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSDM,308.0,1319.0,105.0
MEG_618|Drugs|betalactams|Class_C_betalactamases|ADC,55.0,0.0,0.0
MEG_1027|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,26.0,0.0,0.0
MEG_6107|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6023|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,18.0,112.0
MEG_4328|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,72.0,106.0,79.0
MEG_1730|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,23306.0,23928.0,14896.0
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6846|Drugs|betalactams|Class_A_betalactamases|TEM,68.0,0.0,0.0
MEG_2025|Metals|Copper_resistance|Copper_resistance_protein|COPA,0.0,165.0,0.0
MEG_2608|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,0.0,28.0
MEG_6863|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,13.0,12.0
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,1586.0,3161.0,1627.0
MEG_894|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,17.0,0.0,0.0
MEG_2680|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,240.0,220.0,139.0
MEG_404|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,1018.0,1228.0,0.0
MEG_703|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADER,81.0,0.0,0.0
MEG_7040|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,89.0,216.0,103.0
MEG_6928|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,136.0,53.0
MEG_3238|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,980.0,548.0,709.0
MEG_7306|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7861|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,1885.0,1937.0,1327.0
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,2935.0,2878.0,2105.0
MEG_6895|Drugs|betalactams|Class_A_betalactamases|TEM,12.0,58.0,0.0
MEG_6612|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,21.0,44.0,8.0
MEG_8704|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,23.0,0.0
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,4568.0,4568.0,3182.0
MEG_1409|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,359.0,0.0
MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,19.0,42.0,0.0
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,3159.0,3069.0,1990.0
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,2.0,0.0,1.0
MEG_908|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,23.0,76.0,0.0
MEG_1061|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,106.0,236.0,10.0
MEG_2848|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,0.0,44.0,16.0
MEG_2533|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,12.0,58.0,0.0
MEG_7360|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,35.0,0.0
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,1515.0,1750.0,2172.0
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,3616.0,3105.0,2292.0
MEG_4169|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,2983.0,2930.0,1771.0
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,159.0,564.0,140.0
MEG_1247|Drugs|betalactams|Class_A_betalactamases|BLAA,113.0,0.0,0.0
MEG_7146|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,92.0,0.0
MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,35.0,0.0
MEG_1989|Drugs|betalactams|Class_C_betalactamases|CMY,40.0,0.0,0.0
MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,2155.0,6023.0,2626.0
MEG_7043|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,115.0,239.0,125.0
MEG_7018|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,28.0,35.0,114.0
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,939.0,1376.0,675.0
MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,174.0,182.0,290.0
MEG_4285|Drugs|betalactams|Mutant_porin_proteins|OMPD,1447.0,771.0,3405.0
MEG_378|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,15.0,0.0,0.0
MEG_6949|Drugs|betalactams|Class_A_betalactamases|TEM,9.0,10.0,0.0
MEG_4362|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,80.0,0.0,0.0
MEG_7374|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,98.0,0.0
MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,117.0,115.0,221.0
MEG_883|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,25.0,0.0,0.0
MEG_8449|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,77.0,0.0,0.0
MEG_7135|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,168.0,0.0
MEG_2495|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,26.0,0.0,77.0
MEG_3886|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR1,154.0,944.0,505.0
MEG_6473|Drugs|betalactams|Class_A_betalactamases|SHV,27.0,0.0,0.0
MEG_6734|Drugs|betalactams|Class_A_betalactamases|TEM,12.0,0.0,0.0
MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,962.0,2012.0,1501.0
MEG_2448|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,7273.0,7501.0,4568.0
MEG_905|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,42.0,0.0
MEG_2619|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,0.0,137.0
MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,6972.0,6788.0,4877.0
MEG_3175|Drugs|Lipopeptides|Daptomycin-resistant_mutant|GSHF|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3002|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,110.0,109.0,119.0
MEG_2502|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,30.0,0.0,94.0
MEG_8231|Drugs|Lipopeptides|Colistin-resistant_mutant|LPSB,81.0,0.0,0.0
MEG_3946|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,0.0,1320.0,0.0
MEG_6831|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,21.0,0.0
MEG_6934|Drugs|betalactams|Class_A_betalactamases|TEM,40.0,168.0,59.0
MEG_831|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,61.0,0.0
MEG_8712|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,13.0,0.0
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,4019.0,4087.0,2708.0
MEG_7060|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0.0,31.0,0.0
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,114.0,198.0,59.0
MEG_6821|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,15.0,0.0
MEG_830|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,12.0,69.0,0.0
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,17830.0,17509.0,12117.0
MEG_1161|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,715.0,1558.0,767.0
MEG_2685|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,211.0,239.0,161.0
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,9668.0,9051.0,6147.0
MEG_4356|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,120.0,0.0,150.0
MEG_5384|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6576|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,643.0,708.0,442.0
MEG_2609|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,0.0,20.0
MEG_8459|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,0.0,2236.0,0.0
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,12404.0,12382.0,8129.0
MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,0.0,33.0,0.0
MEG_2591|Drugs|betalactams|Class_C_betalactamases|DHA,374.0,0.0,130.0
MEG_1591|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,33.0,32.0,0.0
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,3181.0,3192.0,1961.0
MEG_5780|Drugs|Lipopeptides|Daptomycin-resistant_mutant|PGSA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7200|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,55.0,0.0
MEG_6593|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,14.0,27.0,0.0
MEG_907|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,13.0,69.0,0.0
MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,88.0,0.0
MEG_8151|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,3892.0,4242.0,5271.0
MEG_2450|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,3573.0,3260.0,2157.0
MEG_4030|Drugs|MLS|Macrolide_phosphotransferases|MPHA,130.0,40.0,58.0
MEG_6806|Drugs|betalactams|Class_A_betalactamases|TEM,18.0,30.0,17.0
MEG_4360|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,75.0,93.0,153.0
MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,12.0,65.0,16.0
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,16477.0,17279.0,10932.0
MEG_799|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,18.0,0.0,41.0
MEG_3862|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,76.0,105.0,70.0
MEG_8232|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LPTD,2606.0,3108.0,3732.0
MEG_7834|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,885.0,865.0,586.0
MEG_4353|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,134.0,136.0,373.0
MEG_3512|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,1554.0,1643.0,1758.0
MEG_2645|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,0.0,91.0
MEG_6779|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,14.0,15.0
MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,314.0,776.0,612.0
MEG_3222|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1156|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,0.0,773.0,0.0
MEG_5418|Metals|Copper_resistance|Copper_resistance_protein|PCOB,1309.0,5134.0,1018.0
MEG_796|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,21.0,0.0,40.0
MEG_6829|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,20.0,0.0
MEG_6505|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,157.0,571.0,121.0
