gene_accession,cip40_S3,cip40_S1,cip40_S2
MEG_2586|Drugs|betalactams|Class_C_betalactamases|DHA,109.0,0.0,277.0
MEG_2297|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,20.0
MEG_2683|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,252.0,287.0,179.0
MEG_2614|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|DHAP,215.0,0.0,1077.0
MEG_6983|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,112.0,0.0,622.0
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,4082.0,5251.0,3348.0
MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,439.0,256.0,338.0
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,381.0,507.0,318.0
MEG_6779|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,14.0
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,9532.0,11849.0,9469.0
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,4.0,5.0,4.0
MEG_6027|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,69.0,0.0,28.0
MEG_3736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,2479.0,2990.0,1801.0
MEG_6032|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,75.0,129.0,23.0
MEG_795|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,24.0,20.0,0.0
MEG_916|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,54.0,0.0
MEG_4409|Drugs|betalactams|Class_D_betalactamases|OXA,23.0,28.0,37.0
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,4377.0,5740.0,3905.0
MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,12.0,115.0,45.0
MEG_8070|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB|RequiresSNPConfirmation,104.0,0.0,443.0
MEG_774|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,11.0,0.0,0.0
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,2338.0,7169.0,2937.0
MEG_4171|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,5839.0,7953.0,4700.0
MEG_6167|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,0.0,32.0
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,148.0,0.0,99.0
MEG_4364|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,184.0,0.0,477.0
MEG_2994|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,7.0,0.0,7.0
MEG_2684|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,240.0,305.0,178.0
MEG_7147|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,42.0,0.0
MEG_5984|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,0.0,69.0
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,9335.0,12956.0,8039.0
MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,21.0,38.0,21.0
MEG_4332|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,111.0,24.0,304.0
MEG_702|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,0.0,18.0,0.0
MEG_6759|Drugs|betalactams|Class_A_betalactamases|TEM,8.0,0.0,0.0
MEG_2605|Drugs|betalactams|Class_C_betalactamases|DHA,79.0,0.0,208.0
MEG_6932|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,38.0
MEG_4254|Drugs|betalactams|Class_A_betalactamases|OKP,29.0,0.0,172.0
MEG_1326|Drugs|betalactams|Class_A_betalactamases|BLAZ,18.0,0.0,96.0
MEG_704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES,35.0,167.0,0.0
MEG_6619|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,96.0,168.0,206.0
MEG_2538|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,92.0
MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,12772.0,16890.0,10537.0
MEG_6156|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SALA,122.0,0.0,178.0
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,1016.0,867.0,412.0
MEG_4350|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,89.0,0.0,268.0
MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,500.0,2435.0,275.0
MEG_6249|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,14.0
MEG_8077|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA,267.0,476.0,162.0
MEG_6508|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILR,155.0,0.0,269.0
MEG_47|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,132.0,0.0,421.0
MEG_6912|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,47.0
MEG_2198|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,17.0
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,2866.0,3436.0,2363.0
MEG_952|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,188.0,0.0,318.0
MEG_6593|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,31.0,0.0,123.0
MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,0.0,268.0,35.0
MEG_414|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,11.0,2.0,23.0
MEG_2687|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,222.0,295.0,183.0
MEG_6300|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,15.0
MEG_902|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,26.0,0.0,75.0
MEG_6017|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,96.0,161.0,45.0
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,2472.0,2798.0,2263.0
MEG_3622|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,18507.0,25055.0,15382.0
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,6422.0,7940.0,5449.0
MEG_6629|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,223.0,245.0,213.0
MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,199.0,118.0,609.0
MEG_2610|Drugs|betalactams|Class_C_betalactamases|DHA,34.0,0.0,117.0
MEG_3865|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,27.0,0.0,16.0
MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,2567.0,3748.0,1989.0
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,2927.0,3569.0,2684.0
MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,83.0,45.0,246.0
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0.0,9.0,22.0
MEG_2081|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,66.0,0.0,249.0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,6716.0,7520.0,7544.0
MEG_7363|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,14.0,233.0,47.0
MEG_2385|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,8.0
MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,91.0,183.0,57.0
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,44.0,41.0,35.0
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,7593.0,9117.0,6137.0
MEG_6163|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,0.0,32.0
MEG_3589|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_682|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,0.0,45.0,0.0
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,7084.0,9184.0,5419.0
MEG_779|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,37.0
MEG_741|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0.0,0.0,8.0
MEG_3643|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,102.0,0.0,0.0
MEG_7976|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|ARNT,2286.0,421.0,5289.0
MEG_695|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0.0,73.0,0.0
MEG_2167|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,16.0
MEG_1277|Drugs|betalactams|Class_C_betalactamases|BLAEC,188.0,328.0,426.0
MEG_5828|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACE,89.0,9.0,270.0
MEG_2518|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,4.0
MEG_2116|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,896.0,168.0,2346.0
MEG_6897|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,10.0
MEG_1366|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,35.0
MEG_2448|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,4848.0,6999.0,3931.0
MEG_8448|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,62.0,0.0
MEG_1411|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,66.0
MEG_2820|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0.0,0.0,52.0
MEG_3140|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,1320.0,1582.0,1537.0
MEG_7863|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,0.0,805.0,0.0
MEG_2591|Drugs|betalactams|Class_C_betalactamases|DHA,52.0,0.0,0.0
MEG_1246|Drugs|betalactams|Class_A_betalactamases|BLAA,10.0,0.0,15.0
MEG_878|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,45.0
MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,46.0,56.0,0.0
MEG_2714|Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC_efflux_pump|EMEA,154.0,45.0,66.0
MEG_2393|Drugs|betalactams|Class_A_betalactamases|CTX,106.0,0.0,383.0
MEG_2674|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,235.0,304.0,223.0
MEG_6958|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERD,25.0,19.0,0.0
MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,5303.0,5647.0,8420.0
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,3136.0,4132.0,2499.0
MEG_4123|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRBN,105.0,5.0,54.0
MEG_6501|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,1350.0,210.0,2415.0
MEG_3644|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,51.0,0.0,0.0
MEG_701|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,12.0,21.0,0.0
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,5237.0,6746.0,4065.0
MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,40.0,0.0,0.0
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,10786.0,13745.0,7516.0
MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,19.0,39.0,92.0
MEG_943|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,12.0
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,8878.0,11668.0,7860.0
MEG_4283|Drugs|betalactams|Mutant_porin_proteins|OMP37,1743.0,707.0,3854.0
MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,23803.0,30619.0,17499.0
MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,24.0,44.0,0.0
MEG_2249|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,16.0
MEG_1058|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,95.0,34.0,355.0
MEG_757|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,34.0,0.0,65.0
MEG_6929|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,33.0
MEG_1079|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,217.0,84.0,646.0
MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0.0,0.0,67.0
MEG_3077|Biocides|Acid_resistance|Acid_resistance_protein|GADA,303.0,456.0,391.0
MEG_6890|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,36.0
MEG_6058|Drugs|MLS|23S_rRNA_methyltransferases|RLMH,111.0,0.0,432.0
MEG_7874|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,8.0
MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,12600.0,16072.0,10440.0
MEG_7502|Drugs|Glycopeptides|VanC-type_regulator|VANSC,53.0,1665.0,287.0
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,8118.0,9470.0,6988.0
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,281.0,58.0,895.0
MEG_1358|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,39.0
MEG_6947|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,16.0
MEG_2092|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,1797.0,2454.0,1442.0
MEG_2942|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,80.0,23.0,21.0
MEG_6136|Drugs|Multi-drug_resistance|MDR_mutation|MRPOB|RequiresSNPConfirmation,0.0,0.0,2.0
MEG_2646|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,206.0,296.0,62.0
MEG_771|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,37.0,0.0,97.0
MEG_6576|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,725.0,999.0,568.0
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,201.0,264.0,197.0
MEG_2783|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,0.0,0.0,31.0
MEG_2584|Drugs|betalactams|Class_C_betalactamases|DHA,92.0,0.0,321.0
MEG_4128|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRYN,223.0,17.0,83.0
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,4541.0,5631.0,3761.0
MEG_1150|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0.0,0.0,273.0
MEG_4340|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,133.0
MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF,17.0,23.0,0.0
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,3371.0,4086.0,2356.0
MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNF,433.0,92.0,1011.0
MEG_1602|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,6.0,0.0,7.0
MEG_912|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,55.0,0.0
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,5411.0,6666.0,4229.0
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,1809.0,438.0,3113.0
MEG_2115|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,2175.0,400.0,5155.0
MEG_7584|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,49.0,1592.0,211.0
MEG_6097|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,22970.0,31487.0,18710.0
MEG_2165|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,12.0
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,4709.0,5733.0,4439.0
MEG_6580|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,62.0,12.0,209.0
MEG_7039|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,26.0,46.0
MEG_4179|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMA,92.0,0.0,41.0
MEG_7046|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,21.0
MEG_859|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,48.0
MEG_996|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,24.0,0.0,0.0
MEG_706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET2,31.0,72.0,0.0
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,7375.0,9864.0,6187.0
MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,4007.0,5341.0,3154.0
MEG_2991|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,58.0,0.0,239.0
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,2.0,176.0,0.0
MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,27.0,49.0,0.0
MEG_6094|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,3.0,1.0,0.0
MEG_3221|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7089|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK,43.0,0.0,124.0
MEG_8659|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,241.0,51.0,594.0
MEG_810|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,14.0
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,10695.0,13769.0,8891.0
MEG_6471|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,31.0
MEG_789|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,22.0,34.0,0.0
MEG_6128|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,2.0
MEG_6676|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,19.0
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7070|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,61.0,89.0,200.0
MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,3.0,3.0
MEG_1041|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,110.0,34.0,246.0
MEG_2620|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,0.0,12.0
MEG_754|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0.0,0.0,14.0
MEG_2588|Drugs|betalactams|Class_C_betalactamases|DHA,96.0,0.0,330.0
MEG_2690|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,1872.0,2395.0,1447.0
MEG_6503|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILE,585.0,51.0,1094.0
MEG_6144|Drugs|Aminoglycosides|Aminoglycoside-resistant_30S_ribosomal_protein_S12|RPSL|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,1524.0,330.0,3568.0
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,3961.0,4111.0,3036.0
MEG_1370|Drugs|betalactams|Class_A_betalactamases|BLAZ,12.0,0.0,66.0
MEG_6502|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,323.0,86.0,639.0
MEG_3178|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,163.0,407.0,120.0
MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,165.0,280.0,172.0
MEG_8062|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,23.0,0.0
MEG_6632|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,223.0,286.0,194.0
MEG_4331|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,49.0,21.0,213.0
MEG_2679|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,211.0,278.0,184.0
MEG_3896|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,136.0,314.0,544.0
MEG_8273|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORC,340.0,0.0,1277.0
MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,2716.0,3712.0,2136.0
MEG_6019|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0.0,114.0,26.0
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,16501.0,22877.0,13322.0
