gene_accession,cipbeta20_S2,cipbeta20_S3,cipbeta20_S1
MEG_6596|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,42.0,0.0
MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,5.0,2.0
MEG_420|Drugs|betalactams|Class_C_betalactamases|ACT,0.0,0.0,32.0
MEG_1166|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSDM,251.0,505.0,1040.0
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,2268.0,1403.0,2257.0
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,206.0,423.0,506.0
MEG_7055|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETBP,0.0,82.0,0.0
MEG_6595|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,44.0,0.0
MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,48.0,9.0,115.0
MEG_5902|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,21.0,299.0,0.0
MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,0.0,1470.0,24.0
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,92.0,50.0,91.0
MEG_7026|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,690.0,187.0,19.0
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,86.0,145.0,55.0
MEG_1116|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,0.0,187.0,0.0
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,54.0,37.0,15.0
MEG_4409|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,0.0,159.0
MEG_2585|Drugs|betalactams|Class_C_betalactamases|DHA,18.0,194.0,0.0
MEG_6878|Drugs|betalactams|Class_A_betalactamases|TEM,18.0,34.0,0.0
MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,549.0,2104.0,375.0
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,2507.0,1572.0,2618.0
MEG_2597|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,163.0,0.0
MEG_8456|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation,0.0,5525.0,146.0
MEG_3233|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1645|Drugs|betalactams|Class_A_betalactamases|CEPA,0.0,24.0,0.0
MEG_2484|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,72.0,0.0
MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,9.0,27.0
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,4170.0,2506.0,4191.0
MEG_5362|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,6775.0,5235.0,8066.0
MEG_1592|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,0.0,37.0
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,2209.0,1607.0,2671.0
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,7280.0,4649.0,7535.0
MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,627.0,294.0,42.0
MEG_3642|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,57.0,0.0
MEG_2691|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,1978.0,1268.0,1933.0
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,50.0,55.0,70.0
MEG_6928|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,30.0,0.0
MEG_3208|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8077|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA,291.0,323.0,260.0
MEG_3862|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,56.0,0.0,42.0
MEG_2502|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,152.0,15.0,16.0
MEG_5365|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,579.0,3336.0,549.0
MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,124.0,716.0,115.0
MEG_5831|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,8.0,64.0,18.0
MEG_1247|Drugs|betalactams|Class_A_betalactamases|BLAA,73.0,0.0,17.0
MEG_2116|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,179.0,968.0,1062.0
MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,68.0,0.0,0.0
MEG_866|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,9.0,0.0
MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE,7822.0,4554.0,7707.0
MEG_4169|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,2064.0,1408.0,2132.0
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,6471.0,3741.0,5972.0
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1.0,2.0,0.0
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,98.0,0.0
MEG_6621|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,610.0,304.0,80.0
MEG_5379|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6502|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,437.0,0.0,772.0
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,2023.0,1272.0,1921.0
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,2245.0,1586.0,2251.0
MEG_6926|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,18.0
MEG_7142|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,64.0,0.0
MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,0.0,1303.0,32.0
MEG_6462|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,173.0,127.0
MEG_7141|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,42.0,0.0
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,2491.0,1435.0,2448.0
MEG_401|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB,21178.0,13314.0,21871.0
MEG_7042|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,16.0,0.0,0.0
MEG_832|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,10.0,0.0,24.0
MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,449.0,18.0,19.0
MEG_5334|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,3.0,1.0,76.0
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,3243.0,1905.0,3143.0
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,623.0,278.0,81.0
MEG_2972|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1.0,0.0,1.0
MEG_4172|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,1871.0,1036.0,1690.0
MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE,149.0,41.0,253.0
MEG_2686|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,149.0,112.0,180.0
MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,2733.0,264.0,1236.0
MEG_6838|Drugs|betalactams|Class_A_betalactamases|TEM,9.0,0.0,0.0
MEG_6931|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,33.0,0.0
MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,75.0,441.0,83.0
MEG_2535|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,18.0
MEG_7070|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,101.0,37.0,17.0
MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,0.0,163.0,0.0
MEG_7196|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,17.0,2.0,3.0
MEG_678|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEB,169.0,0.0,0.0
MEG_8072|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,121.0,0.0
MEG_3948|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,10259.0,6937.0,10783.0
MEG_2081|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,0.0,707.0,12.0
MEG_2485|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,44.0,0.0
MEG_1229|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|BEXA,199.0,237.0,140.0
MEG_2676|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,199.0,126.0,200.0
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,2177.0,1239.0,2039.0
MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC,214.0,0.0,512.0
MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE,54.0,420.0,473.0
MEG_910|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,17.0
MEG_2637|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,171.0,0.0,8.0
MEG_4365|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,104.0
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,353.0,239.0,1333.0
MEG_7301|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,2.0,1.0,0.0
MEG_3230|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2671|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,172.0,121.0,200.0
MEG_6578|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,110.0,54.0,87.0
MEG_7309|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,10.0,1.0,71.0
MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,863.0,549.0,832.0
MEG_5976|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,525.0,0.0
MEG_6680|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,14.0,0.0
MEG_400|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,215.0,1481.0,1783.0
MEG_6727|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,10.0,0.0
MEG_1024|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,50.0,53.0
MEG_8143|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GRLB|RequiresSNPConfirmation,0.0,1082.0,0.0
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,2194.0,1383.0,2282.0
MEG_3189|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,56.0
MEG_2588|Drugs|betalactams|Class_C_betalactamases|DHA,14.0,117.0,0.0
MEG_3833|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,0.0,454.0,0.0
MEG_705|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET1,54.0,0.0,0.0
MEG_700|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,39.0,0.0,0.0
MEG_3591|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2115|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,386.0,2175.0,2496.0
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,3469.0,2391.0,3734.0
MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,3449.0,1982.0,3404.0
MEG_5032|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,0.0,155.0
MEG_2630|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,167.0,414.0,0.0
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,3218.0,2004.0,3423.0
MEG_1150|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0.0,0.0,46.0
MEG_2523|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,55.0,0.0
MEG_1275|Drugs|betalactams|Class_C_betalactamases|BLAEC,994.0,40.0,234.0
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,7726.0,4596.0,8230.0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ,247.0,0.0,0.0
MEG_3286|Drugs|Multi-drug_resistance|MDR_acetyltransferase|IBCR,0.0,0.0,91.0
MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,100.0,0.0,0.0
MEG_4351|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,159.0,181.0
MEG_1218|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|BCRCM,17.0,0.0,52.0
MEG_241|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,28.0
MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_4333|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0.0,172.0,254.0
MEG_4350|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,123.0,114.0
MEG_3736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,1743.0,1212.0,1859.0
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,3218.0,2190.0,3629.0
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,10438.0,6473.0,10275.0
MEG_3178|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,416.0,12.0,39.0
MEG_928|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,13.0,0.0,25.0
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,3068.0,1873.0,3352.0
MEG_6094|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,3.0
MEG_7033|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,794.0,187.0,0.0
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,4749.0,3002.0,5059.0
MEG_840|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,7.0,0.0
MEG_6609|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,25.0,0.0
MEG_1652|Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB,165.0,1209.0,1571.0
MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA,4537.0,2899.0,4660.0
MEG_7866|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,1994.0,1224.0,2015.0
MEG_8447|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,45.0,258.0,302.0
MEG_1174|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,0.0,0.0,16.0
MEG_2692|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,3269.0,1998.0,3273.0
MEG_45|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,63.0,390.0,37.0
MEG_1730|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,2.0,0.0
MEG_1028|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,43.0,85.0
MEG_215|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,22.0
MEG_6031|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,435.0,15.0,0.0
MEG_8460|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,0.0,1088.0,27.0
MEG_4056|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,0.0,91.0,0.0
MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,7856.0,4679.0,8012.0
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,156.0,14.0,21.0
MEG_4163|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,4463.0,2695.0,4380.0
MEG_6982|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,896.0,0.0
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,7780.0,4593.0,7152.0
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,2422.0,1468.0,2741.0
MEG_2553|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,379.0,931.0,0.0
MEG_3449|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|KEXD,396.0,189.0,1012.0
MEG_2482|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,70.0,0.0,0.0
MEG_6195|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,22.0
MEG_2118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,2426.0,694.0,1005.0
MEG_1246|Drugs|betalactams|Class_A_betalactamases|BLAA,70.0,0.0,0.0
MEG_5392|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,629.0,437.0,0.0
MEG_2089|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,943.0,713.0,1061.0
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,54.0,79.0,2401.0
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,3515.0,2034.0,3237.0
MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,2466.0,562.0,104.0
MEG_3590|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6910|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,34.0,0.0
MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,13.0,0.0
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,2435.0,1328.0,365.0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,3458.0,2493.0,3727.0
MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,7574.0,5280.0,8275.0
MEG_3068|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSC,0.0,40.0,18.0
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,57.0,18.0,37.0
MEG_2191|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,8.0,0.0
MEG_6542|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,1679.0,1246.0,1762.0
MEG_4670|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,0.0,159.0
MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN,29.0,318.0,264.0
MEG_2510|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,11.0,0.0,18.0
MEG_6619|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,215.0,92.0,80.0
MEG_6505|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,84.0,44.0,293.0
MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,5207.0,2866.0,4739.0
MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,1.0,3.0
MEG_2584|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,135.0,0.0
MEG_4057|Drugs|Lipopeptides|Daptomycin-resistant_mutant|MPRFD|RequiresSNPConfirmation,0.0,2.0,0.0
MEG_927|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,6.0,0.0
MEG_1039|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,0.0,27.0
MEG_6956|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,0.0,6.0,6.0
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,47.0,16.0,0.0
MEG_849|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,190.0,0.0,0.0
MEG_618|Drugs|betalactams|Class_C_betalactamases|ADC,30.0,0.0,0.0
MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,5912.0,3389.0,5857.0
MEG_1454|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,707.0,0.0
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,42.0,82.0,0.0
MEG_6580|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,51.0,8.0
MEG_5387|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1277|Drugs|betalactams|Class_C_betalactamases|BLAEC,283.0,0.0,198.0
MEG_3227|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2.0,0.0,0.0
MEG_6927|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,62.0,116.0
MEG_1992|Drugs|betalactams|Class_C_betalactamases|CMY,0.0,0.0,46.0
