gene_accession,cipdic40_S1,cipdic40_S3,cipdic40_S2
MEG_7133|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,520.0,0.0,0.0
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,0.0,27.0,39.0
MEG_1041|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,14.0,26.0,163.0
MEG_6986|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,182.0,438.0
MEG_7834|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,692.0,584.0,693.0
MEG_215|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,37.0
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,203.0,76.0,365.0
MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,309.0,191.0,65.0
MEG_4341|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,726.0,0.0,0.0
MEG_5826|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACC,6.0,96.0,0.0
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,4.0,3.0,3.0
MEG_4363|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,509.0,0.0,0.0
MEG_8461|Drugs|betalactams|Penicillin_binding_protein|PBP5|RequiresSNPConfirmation,225.0,0.0,196.0
MEG_4351|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,164.0
MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,157.0,174.0,364.0
MEG_6542|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,2166.0,1584.0,1836.0
MEG_3449|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|KEXD,6932.0,304.0,78.0
MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX,19.0,0.0,53.0
MEG_3834|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,0.0,512.0,1272.0
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,5318.0,4371.0,4919.0
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,2421.0,2237.0,2391.0
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5392|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,316.0,593.0,532.0
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,118.0,134.0,778.0
MEG_8674|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,0.0,1314.0,0.0
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,3897.0,3203.0,3772.0
MEG_6628|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,288.0,177.0,64.0
MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX,23.0,0.0,41.0
MEG_4328|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0.0,23.0,0.0
MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,6302.0,4572.0,5385.0
MEG_1217|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|BCRCM,0.0,0.0,7.0
MEG_2991|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,69.0,33.0,24.0
MEG_3832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,40.0,1063.0,2868.0
MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,32.0,0.0
MEG_8044|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,28.0
MEG_2260|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,19.0
MEG_4210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORB,31.0,1883.0,4942.0
MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6028|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,191.0,114.0,15.0
MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,427.0,253.0,122.0
MEG_2607|Drugs|betalactams|Class_C_betalactamases|DHA,18.0,0.0,0.0
MEG_1114|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,0.0,276.0,645.0
MEG_845|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,35.0,0.0
MEG_7127|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,161.0,0.0
MEG_5367|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3645|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,77.0,0.0,0.0
MEG_7196|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,16.0,3.0,19.0
MEG_7199|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,0.0,1024.0
MEG_2721|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,2540.0,2327.0,2603.0
MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,23.0,0.0,92.0
MEG_4355|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,275.0,135.0,1229.0
MEG_5996|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,0.0,145.0
MEG_3067|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,0.0,110.0,0.0
MEG_7036|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|TETA60,0.0,0.0,183.0
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,2732.0,2670.0,2797.0
MEG_3076|Biocides|Acid_resistance|Acid_resistance_protein|GADA,9396.0,9208.0,9629.0
MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,0.0,0.0,27.0
MEG_7200|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,0.0,943.0
MEG_6503|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILE,48.0,85.0,777.0
MEG_2604|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,41.0,20.0
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,2364.0,2386.0,2668.0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6098|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6158|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,0.0,123.0
MEG_5362|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1161|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,1368.0,845.0,1242.0
MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,285.0,200.0,62.0
MEG_4364|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,175.0
MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,1000.0,1604.0,949.0
MEG_975|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,44.0,0.0,0.0
MEG_7835|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF,4356.0,3574.0,4027.0
MEG_373|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,19.0,0.0,0.0
MEG_6140|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,757.0,585.0,830.0
MEG_6951|Drugs|betalactams|Class_A_betalactamases|TEM,12.0,0.0,28.0
MEG_2672|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,187.0,162.0,172.0
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,2129.0,1358.0,1785.0
MEG_7032|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,600.0,428.0,328.0
MEG_4028|Drugs|MLS|Macrolide_phosphotransferases|MPHA,45.0,74.0,0.0
MEG_3934|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT,31.0,16.0,0.0
MEG_4217|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NREB,47.0,0.0,0.0
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,5074.0,3906.0,4955.0
MEG_3207|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3626|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXA|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_7883|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB|RequiresSNPConfirmation,3954.0,350.0,1657.0
MEG_1119|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,40.0,811.0,2613.0
MEG_4331|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,163.0,32.0,0.0
MEG_986|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,36.0,0.0,0.0
MEG_1365|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,46.0
MEG_7026|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,326.0,251.0,201.0
MEG_3609|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUB,80.0,0.0,0.0
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,94.0,254.0,1808.0
MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX,46.0,0.0,0.0
MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX,22.0,15.0,49.0
MEG_414|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,24.0,3.0,5.0
MEG_4409|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,16.0,213.0
MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,0.0,20.0,0.0
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,13211.0,10851.0,12533.0
MEG_2968|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,53.0,113.0
MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,709.0,892.0,417.0
MEG_7068|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,33.0,0.0,0.0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,6823.0,4237.0,5486.0
MEG_6507|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,167.0,480.0,3666.0
MEG_1637|Drugs|betalactams|Class_A_betalactamases|CBLA,40.0,51.0,0.0
MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,64.0,54.0,13.0
MEG_2533|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,7.0,0.0,0.0
MEG_8231|Drugs|Lipopeptides|Colistin-resistant_mutant|LPSB,61.0,0.0,0.0
MEG_4670|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,18.0,188.0
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,3327.0,2739.0,3280.0
MEG_2702|Biocides|Acid_resistance|Acid_resistance_protein|EEFX,766.0,75.0,350.0
MEG_2155|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,16.0
MEG_1688|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,0.0,22.0
MEG_2522|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,12.0,0.0,0.0
MEG_7362|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,102.0,77.0
MEG_4330|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,103.0,0.0,71.0
MEG_7128|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,82.0,0.0
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,6122.0,5765.0,6170.0
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,12893.0,10673.0,11301.0
MEG_1366|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,43.0
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,3353.0,2666.0,3134.0
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,1684.0,1644.0,1814.0
MEG_6030|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,226.0,0.0,0.0
MEG_324|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,6.0,0.0
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,5468.0,4861.0,5418.0
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,107.0,104.0,0.0
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,9357.0,6195.0,7643.0
MEG_4326|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,143.0,39.0,156.0
MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,5310.0,4474.0,5067.0
MEG_5934|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,1224.0,835.0,1256.0
MEG_7874|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,20.0
MEG_7974|Drugs|betalactams|Class_C_betalactamase_regulator|AMPCR|RequiresSNPConfirmation,1063.0,1050.0,1110.0
MEG_7020|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,299.0,214.0,133.0
MEG_2157|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,14.0
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,4428.0,3325.0,4014.0
MEG_2950|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,35.0,106.0
MEG_2942|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,208.0,20.0,0.0
MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR,41.0,652.0,1776.0
MEG_3186|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,10740.0,8930.0,10198.0
MEG_7370|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,21.0,113.0,0.0
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,66.0,74.0,84.0
MEG_6983|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,584.0,801.0
MEG_3831|Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1620|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0.0,0.0,10103.0
MEG_3587|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1.0,0.0,1.0
MEG_3642|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,106.0,0.0,0.0
MEG_6877|Drugs|betalactams|Class_A_betalactamases|TEM,21.0,0.0,0.0
MEG_4361|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,201.0,0.0,0.0
MEG_4340|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,630.0,0.0,0.0
MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE,926.0,57.0,468.0
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_2537|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,8.0,0.0
MEG_2495|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,7.0,42.0,9.0
MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI,12349.0,8830.0,10759.0
MEG_6300|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,14.0
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,7.0,22.0,7.0
MEG_7148|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,218.0,238.0
MEG_6925|Drugs|betalactams|Class_A_betalactamases|TEM,43.0,25.0,56.0
MEG_7112|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1020.0,0.0,0.0
MEG_2192|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,0.0,18.0
MEG_6879|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,13.0
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,5017.0,4336.0,4973.0
MEG_1330|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,146.0,0.0
MEG_2684|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,156.0,170.0,165.0
MEG_6910|Drugs|betalactams|Class_A_betalactamases|TEM,27.0,0.0,29.0
MEG_3588|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1409|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,43.0
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,7461.0,6856.0,7337.0
MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC,122.0,111.0,0.0
MEG_2538|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,14.0,0.0
MEG_812|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,38.0,0.0
MEG_2487|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,17.0,0.0,0.0
MEG_6446|Drugs|betalactams|Class_A_betalactamases|SHV,26.0,0.0,0.0
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,2.0,2.0,1.0
MEG_6604|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,9.0,0.0
MEG_701|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,9.0,0.0,0.0
MEG_1039|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,59.0,0.0,0.0
MEG_1414|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,21.0,0.0
MEG_1403|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,68.0,0.0
MEG_241|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,34.0
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,3292.0,2810.0,3136.0
MEG_1387|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,12.0,0.0
MEG_6634|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,372.0,218.0,78.0
MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,1.0,1.0
MEG_2506|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,12.0,0.0
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,3076.0,3055.0,3146.0
MEG_770|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,11.0,0.0,0.0
MEG_4352|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,149.0,0.0,0.0
MEG_6929|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,20.0
MEG_1061|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,27.0,47.0,271.0
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,3707.0,3569.0,3659.0
MEG_2945|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,247.0,456.0
MEG_2080|Metals|Copper_resistance|Copper_resistance_regulator|COPY,47.0,0.0,0.0
MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,156.0,31.0,0.0
MEG_2706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA,263.0,0.0,0.0
MEG_3068|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSC,0.0,0.0,193.0
MEG_951|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,12.0,20.0
MEG_2682|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,198.0,168.0,177.0
MEG_1302|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,0.0,413.0,1556.0
MEG_6017|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,269.0,88.0,0.0
MEG_381|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|ABUO,60.0,0.0,0.0
MEG_2532|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,14.0,0.0
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,56.0,14.0,41.0
MEG_6249|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,9.0
MEG_6509|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,293.0,289.0,2228.0
MEG_7502|Drugs|Glycopeptides|VanC-type_regulator|VANSC,80.0,451.0,445.0
MEG_6128|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,1.0,4.0
